date,active_advisory_records,active_closure_records,active_posting_records,active_rain_advisory_records,active_bacteria_related_records,active_tijuana_river_related_records,active_sewage_infrastructure_records,active_sewage_related_records,active_enterococcus_records,active_fecal_coliform_records,active_total_coliform_records,active_ecoli_records,daily_severity_score,max_severity_score,unique_beaches_impacted,unique_stations_impacted,new_advisory_records,new_closure_records,new_posting_records,new_rain_advisory_records,new_bacteria_related_records,new_tijuana_river_related_records,new_sewage_related_records,active_records_comparison_beaches,active_records_other_san_diego_beaches,active_records_south_bay_tijuana_river_impact,closure_records_comparison_beaches,closure_records_other_san_diego_beaches,closure_records_south_bay_tijuana_river_impact,severity_score_comparison_beaches,severity_score_other_san_diego_beaches,severity_score_south_bay_tijuana_river_impact,unique_beaches_comparison_beaches,unique_beaches_other_san_diego_beaches,unique_beaches_south_bay_tijuana_river_impact,any_active_advisory,any_active_closure,any_bacteria_related_activity,any_tijuana_river_related_activity,any_sewage_related_activity
2025-12-25,10,7,2,1,8,6,1,7,8,0,0,0,16,2,9,10,0,0,0,0,0,0,0,3,1,6,1,0,6,4,0,12,3,1,5,True,True,True,True,True
2025-12-26,10,7,2,1,8,6,1,7,8,0,0,0,16,2,9,10,0,0,0,0,0,0,0,3,1,6,1,0,6,4,0,12,3,1,5,True,True,True,True,True
2025-12-27,10,7,2,1,8,6,1,7,8,0,0,0,16,2,9,10,0,0,0,0,0,0,0,3,1,6,1,0,6,4,0,12,3,1,5,True,True,True,True,True
2025-12-28,10,7,2,1,8,6,1,7,8,0,0,0,16,2,9,10,0,0,0,0,0,0,0,3,1,6,1,0,6,4,0,12,3,1,5,True,True,True,True,True
2025-12-29,10,7,2,1,8,6,1,7,8,0,0,0,16,2,9,10,0,0,0,0,0,0,0,3,1,6,1,0,6,4,0,12,3,1,5,True,True,True,True,True
2025-12-30,13,10,3,0,10,9,1,10,10,0,0,0,23,2,11,13,4,3,1,0,2,3,3,3,1,9,1,0,9,4,1,18,3,1,7,True,True,True,True,True
2025-12-31,14,10,3,1,10,9,1,10,10,0,0,0,23,2,12,14,1,0,0,1,0,0,0,3,2,9,1,0,9,4,1,18,3,2,7,True,True,True,True,True
2026-01-01,12,10,1,1,9,9,1,10,9,1,0,0,21,2,10,12,12,10,1,1,9,9,10,2,1,9,1,0,9,3,0,18,2,1,7,True,True,True,True,True
2026-01-02,12,10,1,1,9,9,1,10,9,1,0,0,21,2,10,12,0,0,0,0,0,0,0,2,1,9,1,0,9,3,0,18,2,1,7,True,True,True,True,True
2026-01-03,12,10,1,1,9,9,1,10,9,1,0,0,21,2,10,12,0,0,0,0,0,0,0,2,1,9,1,0,9,3,0,18,2,1,7,True,True,True,True,True
2026-01-04,12,10,1,1,9,9,1,10,9,1,0,0,21,2,10,12,0,0,0,0,0,0,0,2,1,9,1,0,9,3,0,18,2,1,7,True,True,True,True,True
2026-01-05,12,10,1,1,9,9,1,10,9,1,0,0,21,2,10,12,0,0,0,0,0,0,0,2,1,9,1,0,9,3,0,18,2,1,7,True,True,True,True,True
2026-01-06,12,10,1,1,9,9,1,10,9,1,0,0,21,2,10,12,0,0,0,0,0,0,0,2,1,9,1,0,9,3,0,18,2,1,7,True,True,True,True,True
2026-01-07,12,10,1,1,9,9,1,10,9,1,0,0,21,2,10,12,0,0,0,0,0,0,0,2,1,9,1,0,9,3,0,18,2,1,7,True,True,True,True,True
2026-01-08,12,10,1,1,9,9,1,10,9,1,0,0,21,2,10,12,0,0,0,0,0,0,0,2,1,9,1,0,9,3,0,18,2,1,7,True,True,True,True,True
2026-01-09,11,10,1,0,9,9,1,10,9,1,0,0,21,2,9,11,0,0,0,0,0,0,0,2,0,9,1,0,9,3,0,18,2,0,7,True,True,True,True,True
2026-01-10,11,10,1,0,9,9,1,10,9,1,0,0,21,2,9,11,0,0,0,0,0,0,0,2,0,9,1,0,9,3,0,18,2,0,7,True,True,True,True,True
2026-01-11,11,10,1,0,9,9,1,10,9,1,0,0,21,2,9,11,0,0,0,0,0,0,0,2,0,9,1,0,9,3,0,18,2,0,7,True,True,True,True,True
2026-01-12,11,10,1,0,9,9,1,10,9,1,0,0,21,2,9,11,0,0,0,0,0,0,0,2,0,9,1,0,9,3,0,18,2,0,7,True,True,True,True,True
2026-01-13,10,9,1,0,8,9,0,9,8,0,0,0,19,2,8,10,0,0,0,0,0,0,0,1,0,9,0,0,9,1,0,18,1,0,7,True,True,True,True,True
2026-01-14,10,9,1,0,8,9,0,9,8,0,0,0,19,2,8,10,0,0,0,0,0,0,0,1,0,9,0,0,9,1,0,18,1,0,7,True,True,True,True,True
2026-01-15,11,9,2,0,9,9,0,9,9,0,0,0,20,2,9,11,2,0,2,0,2,0,0,0,2,9,0,0,9,0,2,18,0,2,7,True,True,True,True,True
2026-01-16,11,9,2,0,9,9,0,9,9,0,0,0,20,2,9,11,0,0,0,0,0,0,0,0,2,9,0,0,9,0,2,18,0,2,7,True,True,True,True,True
2026-01-17,9,9,0,0,7,9,0,9,7,0,0,0,18,2,7,9,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,18,0,0,7,True,True,True,True,True
2026-01-18,9,9,0,0,7,9,0,9,7,0,0,0,18,2,7,9,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,18,0,0,7,True,True,True,True,True
2026-01-19,9,9,0,0,7,9,0,9,7,0,0,0,18,2,7,9,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,18,0,0,7,True,True,True,True,True
2026-01-20,9,9,0,0,7,9,0,9,7,0,0,0,18,2,7,9,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,18,0,0,7,True,True,True,True,True
2026-01-21,9,9,0,0,7,9,0,9,7,0,0,0,18,2,7,9,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,18,0,0,7,True,True,True,True,True
2026-01-22,13,9,4,0,11,9,0,9,11,0,0,0,22,2,11,13,4,0,4,0,4,0,0,2,2,9,0,0,9,2,2,18,2,2,7,True,True,True,True,True
2026-01-23,13,9,4,0,11,9,0,9,11,0,0,0,22,2,11,13,0,0,0,0,0,0,0,2,2,9,0,0,9,2,2,18,2,2,7,True,True,True,True,True
2026-01-24,12,9,3,0,10,9,0,9,10,0,0,0,21,2,10,12,0,0,0,0,0,0,0,2,1,9,0,0,9,2,1,18,2,1,7,True,True,True,True,True
2026-01-25,12,9,3,0,10,9,0,9,10,0,0,0,21,2,10,12,0,0,0,0,0,0,0,2,1,9,0,0,9,2,1,18,2,1,7,True,True,True,True,True
2026-01-26,12,9,3,0,10,9,0,9,10,0,0,0,21,2,10,12,0,0,0,0,0,0,0,2,1,9,0,0,9,2,1,18,2,1,7,True,True,True,True,True
2026-01-27,13,9,4,0,11,9,0,9,11,0,0,0,22,2,11,13,1,0,1,0,1,0,0,2,2,9,0,0,9,2,2,18,2,2,7,True,True,True,True,True
2026-01-28,14,9,5,0,12,9,0,9,12,0,0,0,23,2,12,14,1,0,1,0,1,0,0,3,2,9,0,0,9,3,2,18,3,2,7,True,True,True,True,True
2026-01-29,14,9,5,0,12,9,0,9,12,0,0,0,23,2,12,14,1,0,1,0,1,0,0,3,2,9,0,0,9,3,2,18,3,2,7,True,True,True,True,True
2026-01-30,13,9,4,0,11,9,0,9,11,0,0,0,22,2,11,13,0,0,0,0,0,0,0,2,2,9,0,0,9,2,2,18,2,2,7,True,True,True,True,True
2026-01-31,13,9,4,0,11,9,0,9,11,0,0,0,22,2,11,13,0,0,0,0,0,0,0,2,2,9,0,0,9,2,2,18,2,2,7,True,True,True,True,True
2026-02-01,13,9,4,0,11,9,0,9,11,0,0,0,22,2,11,13,0,0,0,0,0,0,0,2,2,9,0,0,9,2,2,18,2,2,7,True,True,True,True,True
2026-02-02,13,9,4,0,11,9,0,9,11,0,0,0,22,2,11,13,0,0,0,0,0,0,0,2,2,9,0,0,9,2,2,18,2,2,7,True,True,True,True,True
2026-02-03,13,9,4,0,11,9,0,9,11,0,0,0,22,2,11,13,0,0,0,0,0,0,0,2,2,9,0,0,9,2,2,18,2,2,7,True,True,True,True,True
2026-02-04,14,9,5,0,12,9,0,9,12,0,0,0,23,2,12,14,1,0,1,0,1,0,0,2,3,9,0,0,9,2,3,18,2,3,7,True,True,True,True,True
2026-02-05,14,9,5,0,12,9,0,9,12,0,0,0,23,2,12,14,0,0,0,0,0,0,0,2,3,9,0,0,9,2,3,18,2,3,7,True,True,True,True,True
2026-02-06,13,9,4,0,11,9,0,9,11,0,0,0,22,2,11,13,0,0,0,0,0,0,0,2,2,9,0,0,9,2,2,18,2,2,7,True,True,True,True,True
2026-02-07,13,9,4,0,11,9,0,9,11,0,0,0,22,2,11,13,0,0,0,0,0,0,0,2,2,9,0,0,9,2,2,18,2,2,7,True,True,True,True,True
2026-02-08,13,9,4,0,11,9,0,9,11,0,0,0,22,2,11,13,0,0,0,0,0,0,0,2,2,9,0,0,9,2,2,18,2,2,7,True,True,True,True,True
2026-02-09,13,9,4,0,11,9,0,9,11,0,0,0,22,2,11,13,0,0,0,0,0,0,0,2,2,9,0,0,9,2,2,18,2,2,7,True,True,True,True,True
2026-02-10,15,9,6,0,13,9,0,9,13,0,0,0,24,2,13,15,2,0,2,0,2,0,0,2,4,9,0,0,9,2,4,18,2,4,7,True,True,True,True,True
2026-02-11,16,9,6,1,13,9,0,9,13,0,0,0,24,2,14,16,1,0,0,1,0,0,0,2,5,9,0,0,9,2,4,18,2,5,7,True,True,True,True,True
2026-02-12,16,9,6,1,13,9,0,9,13,0,0,0,24,2,14,16,0,0,0,0,0,0,0,2,5,9,0,0,9,2,4,18,2,5,7,True,True,True,True,True
2026-02-13,16,9,6,1,13,9,0,9,13,0,0,0,24,2,14,16,0,0,0,0,0,0,0,2,5,9,0,0,9,2,4,18,2,5,7,True,True,True,True,True
2026-02-14,16,9,6,1,13,9,0,9,13,0,0,0,24,2,14,16,0,0,0,0,0,0,0,2,5,9,0,0,9,2,4,18,2,5,7,True,True,True,True,True
2026-02-15,15,9,6,0,13,9,0,9,13,0,0,0,24,2,13,15,0,0,0,0,0,0,0,2,4,9,0,0,9,2,4,18,2,4,7,True,True,True,True,True
2026-02-16,16,9,6,1,13,9,0,9,13,0,0,0,24,2,14,16,1,0,0,1,0,0,0,2,5,9,0,0,9,2,4,18,2,5,7,True,True,True,True,True
2026-02-17,16,9,6,1,13,9,0,9,13,0,0,0,24,2,14,16,0,0,0,0,0,0,0,2,5,9,0,0,9,2,4,18,2,5,7,True,True,True,True,True
2026-02-18,16,9,6,1,13,9,0,9,13,0,0,0,24,2,14,16,0,0,0,0,0,0,0,2,5,9,0,0,9,2,4,18,2,5,7,True,True,True,True,True
2026-02-19,16,9,6,1,13,9,0,9,13,0,0,0,24,2,14,16,0,0,0,0,0,0,0,2,5,9,0,0,9,2,4,18,2,5,7,True,True,True,True,True
2026-02-20,16,9,6,1,13,9,0,9,13,0,0,0,24,2,14,16,0,0,0,0,0,0,0,2,5,9,0,0,9,2,4,18,2,5,7,True,True,True,True,True
2026-02-21,16,9,6,1,13,9,0,9,13,0,0,0,24,2,14,16,0,0,0,0,0,0,0,2,5,9,0,0,9,2,4,18,2,5,7,True,True,True,True,True
2026-02-22,16,9,6,1,13,9,0,9,13,0,0,0,24,2,14,16,0,0,0,0,0,0,0,2,5,9,0,0,9,2,4,18,2,5,7,True,True,True,True,True
2026-02-23,16,9,6,1,13,9,0,9,13,0,0,0,24,2,14,16,0,0,0,0,0,0,0,2,5,9,0,0,9,2,4,18,2,5,7,True,True,True,True,True
2026-02-24,16,9,7,0,14,9,0,9,14,0,0,0,25,2,14,16,1,0,1,0,1,0,0,2,5,9,0,0,9,2,5,18,2,5,7,True,True,True,True,True
2026-02-25,17,9,8,0,15,9,0,9,15,0,0,0,26,2,15,17,1,0,1,0,1,0,0,2,6,9,0,0,9,2,6,18,2,6,7,True,True,True,True,True
2026-02-26,18,9,9,0,16,9,0,9,16,0,0,0,27,2,16,18,2,0,2,0,2,0,0,3,6,9,0,0,9,3,6,18,3,6,7,True,True,True,True,True
2026-02-27,15,9,6,0,13,9,0,9,13,0,0,0,24,2,13,15,0,0,0,0,0,0,0,3,3,9,0,0,9,3,3,18,3,3,7,True,True,True,True,True
2026-02-28,15,9,6,0,13,9,0,9,13,0,0,0,24,2,13,15,0,0,0,0,0,0,0,3,3,9,0,0,9,3,3,18,3,3,7,True,True,True,True,True
2026-03-01,14,9,5,0,12,9,0,9,12,0,0,0,23,2,12,14,0,0,0,0,0,0,0,3,2,9,0,0,9,3,2,18,3,2,7,True,True,True,True,True
2026-03-02,14,9,5,0,12,9,0,9,12,0,0,0,23,2,12,14,0,0,0,0,0,0,0,3,2,9,0,0,9,3,2,18,3,2,7,True,True,True,True,True
2026-03-03,15,9,6,0,13,9,0,9,13,0,0,0,24,2,13,15,1,0,1,0,1,0,0,3,3,9,0,0,9,3,3,18,3,3,7,True,True,True,True,True
2026-03-04,14,9,5,0,12,9,0,9,12,0,0,0,23,2,12,14,0,0,0,0,0,0,0,3,2,9,0,0,9,3,2,18,3,2,7,True,True,True,True,True
